StockCode,Description,TotalQuantitySold,AvgUnitPrice,TransactionCount,TotalRevenue,Cluster(KMeans)
21688,SILVER PLATE CANDLE BOWL SMALL,316,2.95,39,932.2,Low Volume - Low Price
21689,SILVER VANILLA  FLOWER CANDLE POT,92,3.75,23,345.0,Low Volume - Low Price
21690,SILVER  CANDLEPOT JARDIN ,24,3.75,7,90.0,Low Volume - Low Price
21692,SILVER LATTICE VANILLA CANDLE POT,17,3.75,7,63.75,Low Volume - Low Price
21693,SMALL HAMMERED SILVER CANDLEPOT ,358,2.95,43,1056.1000000000001,Low Volume - Low Price
21694,SMALL REGAL  SILVER CANDLEPOT ,303,2.91,20,881.73,Low Volume - Low Price
21695,SMALL SILVER FLOWER CANDLE POT,283,2.95,35,834.85,Low Volume - Low Price
21696,SMALL SILVER TRELLIS CANDLEPOT,214,2.95,30,631.3000000000001,Low Volume - Low Price
21698,MOCK LOBSTER FRIDGE MAGNET,266,0.49454545454545457,22,131.54909090909092,Low Volume - Low Price
21700,BIG DOUGHNUT FRIDGE MAGNETS,1230,0.85,86,1045.5,Low Volume - Low Price
21703,BAG 125g SWIRLY MARBLES,9186,0.42734126984126986,248,3925.556904761905,High Volume - Low Price
21704,BAG 250g SWIRLY MARBLES,4999,0.8622885572139303,200,4310.580497512437,Low Volume - Low Price
21705,BAG 500g SWIRLY MARBLES,1357,1.5162608695652173,113,2057.566,Low Volume - Low Price
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,229,5.074927536231884,68,1162.1584057971015,Low Volume - Low Price
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,120,5.148297872340425,47,617.795744680851,Low Volume - Low Price
21708,FOLDING UMBRELLA CREAM POLKADOT,138,4.908823529411765,33,677.4176470588236,Low Volume - Low Price
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,87,5.089032258064516,31,442.7458064516129,Low Volume - Low Price
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,84,5.066451612903226,31,425.58193548387095,Low Volume - Low Price
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,86,4.889130434782609,23,420.46521739130435,Low Volume - Low Price
21713,CITRONELLA CANDLE FLOWERPOT,685,2.096296296296296,130,1435.9629629629628,Low Volume - Low Price
21714,CITRONELLA CANDLE GARDEN POT,1065,1.25,131,1331.25,Low Volume - Low Price
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1141,2.5176258992805756,138,2872.6111510791366,Low Volume - Low Price
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1198,2.552285714285714,138,3057.6382857142853,Low Volume - Low Price
21717,EASTER TIN BUCKET,405,2.5026315789473683,38,1013.5657894736842,Low Volume - Low Price
21718,RED METAL BEACH SPADE ,1288,1.2665753424657533,144,1631.3490410958902,Low Volume - Low Price
21719,LOVELY BONBON STICKER SHEET,301,0.85,34,255.85,Low Volume - Low Price
21720,CAKE SHOP  STICKER SHEET,57,0.85,8,48.449999999999996,Low Volume - Low Price
21721,CANDY SHOP  STICKER SHEET,175,0.85,20,148.75,Low Volume - Low Price
21722,SWEET PUDDING STICKER SHEET,64,0.85,16,54.4,Low Volume - Low Price
21723,ALPHABET HEARTS STICKER SHEET,371,0.85,38,315.34999999999997,Low Volume - Low Price
21724,PANDA AND BUNNIES STICKER SHEET,372,0.85,57,316.2,Low Volume - Low Price
21725,SWEETIES  STICKERS,274,0.85,32,232.9,Low Volume - Low Price
21726,MULTI HEARTS  STICKERS,231,0.85,36,196.35,Low Volume - Low Price
21730,GLASS STAR FROSTED T-LIGHT HOLDER,484,4.925426356589147,127,2383.9063565891474,Low Volume - Low Price
21731,RED TOADSTOOL LED NIGHT LIGHT,12697,1.6585714285714284,533,21058.881428571425,High Volume - Low Price
21733,RED HANGING HEART T-LIGHT HOLDER,7702,2.9455994358251063,692,22687.00685472497,High Volume - Low Price
21735,TWO DOOR CURIO CABINET,177,12.50842105263158,95,2213.9905263157893,Low Volume - Low Price
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,77,1.6114285714285717,6,124.08000000000001,Low Volume - Low Price
21738,COSY SLIPPER SHOES SMALL  RED ,45,2.95,18,132.75,Low Volume - Low Price
21739,COSY SLIPPER SHOES SMALL GREEN,143,2.8813999999999997,48,412.04019999999997,Low Volume - Low Price
21741,COSY SLIPPER SHOES LARGE GREEN,131,2.95,28,386.45000000000005,Low Volume - Low Price
21742,LARGE ROUND WICKER PLATTER ,193,5.95,89,1148.3500000000001,Low Volume - Low Price
21743,STAR PORTABLE TABLE LIGHT ,266,2.926470588235294,33,778.4411764705882,Low Volume - Low Price
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,367,3.1866666666666665,80,1169.5066666666667,Low Volume - Low Price
21745,GAOLERS KEYS DECORATIVE GARDEN ,925,3.777809523809524,206,3494.47380952381,Low Volume - Low Price
21746,SMALL RED RETROSPOT WINDMILL,2959,1.2571052631578947,188,3719.7744736842105,Low Volume - Low Price
21747,SMALL SKULL WINDMILL,425,1.2409302325581395,43,527.3953488372093,Low Volume - Low Price
21749,LARGE RED RETROSPOT WINDMILL,1892,2.075,110,3925.9000000000005,Low Volume - Low Price
21750,LARGE SKULL WINDMILL,78,2.1,16,163.8,Low Volume - Low Price
21754,HOME BUILDING BLOCK WORD,2643,6.016564673157163,700,15901.78043115438,High Volume - Low Price
21755,LOVE BUILDING BLOCK WORD,1942,6.015652920962199,557,11682.39797250859,High Volume - Low Price
21756,BATH BUILDING BLOCK WORD,790,6.033968871595331,243,4766.835408560311,Low Volume - Low Price
21757,LIGHTHOUSE PRINTED METAL SIGN,6,4.95,3,29.700000000000003,Low Volume - Low Price
21758,VINTAGE SHELLS PRINT,32,6.414285714285714,14,205.25714285714284,Low Volume - Low Price
21761,WOOD AND GLASS MEDICINE CABINET,10,29.95,10,299.5,Low Volume - Low Price
21763,VINTAGE WOODEN BAR STOOL,6,27.4625,4,164.77499999999998,Low Volume - Low Price
21769,VINTAGE POST OFFICE CABINET,11,66.36,2,729.96,Low Volume - Low Price
21770,OPEN CLOSED METAL SIGN,1571,4.944231884057971,342,7767.388289855073,Low Volume - Low Price
21773,DECORATIVE ROSE BATHROOM BOTTLE,920,1.0779661016949154,59,991.7288135593221,Low Volume - Low Price
21774,DECORATIVE CATS BATHROOM BOTTLE,834,1.1524528301886792,53,961.1456603773585,Low Volume - Low Price
21775,DECORATIVE FLORE BATHROOM BOTTLE,280,1.2302380952380954,42,344.4666666666667,Low Volume - Low Price
21777,RECIPE BOX WITH METAL HEART,2,7.95,5,15.9,Low Volume - Low Price
21781,MA CAMPAGNE CUTLERY BOX,117,14.827777777777778,89,1734.85,Low Volume - Low Price
21784,SHOE SHINE BOX ,49,9.95,39,487.54999999999995,Low Volume - Low Price
21785,RAIN PONCHO ,411,0.8099999999999999,4,332.90999999999997,Low Volume - Low Price
21786,POLKADOT RAIN HAT ,1711,0.45030612244897955,90,770.4737755102041,Low Volume - Low Price
21787,RAIN PONCHO RETROSPOT,8227,0.8620634920634921,183,7092.19634920635,High Volume - Low Price
21788,KIDS RAIN MAC BLUE,1181,0.8497222222222223,69,1003.5219444444444,Low Volume - Low Price
21789,KIDS RAIN MAC PINK,779,0.857945205479452,69,668.3393150684931,Low Volume - Low Price
21790,VINTAGE SNAP CARDS,13251,0.851527027027027,725,11283.584635135134,High Volume - Low Price
21791,VINTAGE HEADS AND TAILS CARD GAME ,7107,1.2707894736842105,488,9031.500789473685,High Volume - Low Price
21792,CLASSIC FRENCH STYLE BASKET GREEN ,330,4.580985915492958,71,1511.725352112676,Low Volume - Low Price
21793,CLASSIC FRENCH STYLE BASKET BROWN,296,4.293582089552239,66,1270.9002985074628,Low Volume - Low Price
21794,CLASSIC FRENCH STYLE BASKET NATURAL,498,4.386526315789474,95,2184.490105263158,Low Volume - Low Price
21801,CHRISTMAS TREE DECORATION WITH BELL,421,0.42,23,176.82,Low Volume - Low Price
21802,CHRISTMAS TREE HEART DECORATION,999,0.42,47,419.58,Low Volume - Low Price
21803,CHRISTMAS TREE STAR DECORATION,1138,0.42,49,477.96,Low Volume - Low Price
21804,WHITE CHRISTMAS GARLAND STARS TREES,178,3.7236585365853654,40,662.8112195121951,Low Volume - Low Price
21807,WHITE CHRISTMAS STAR DECORATION,415,0.42,25,174.29999999999998,Low Volume - Low Price
21808,"CHRISTMAS GARLAND STARS,TREES",100,3.6363636363636362,21,363.6363636363636,Low Volume - Low Price
21809,CHRISTMAS HANGING TREE WITH BELL,1859,0.7438461538461538,85,1382.81,Low Volume - Low Price
21810,CHRISTMAS HANGING STAR WITH BELL,5246,0.5739267015706806,175,3010.8194764397904,Low Volume - Low Price
21811,CHRISTMAS HANGING HEART WITH BELL,4284,0.6427380952380952,156,2753.49,Low Volume - Low Price
21812,GARLAND WITH HEARTS AND BELLS,204,4.904347826086957,45,1000.4869565217391,Low Volume - Low Price
21813,GARLAND WITH STARS AND BELLS,243,4.901162790697675,42,1190.982558139535,Low Volume - Low Price
21814,HEART T-LIGHT HOLDER ,75,1.45,12,108.75,Low Volume - Low Price
21815,STAR  T-LIGHT HOLDER ,132,1.45,18,191.4,Low Volume - Low Price
21816,CHRISTMAS TREE T-LIGHT HOLDER,34,1.45,7,49.3,Low Volume - Low Price
21817,GLITTER CHRISTMAS TREE,908,0.5031147540983607,54,456.82819672131154,Low Volume - Low Price
21818,GLITTER CHRISTMAS HEART ,2699,0.5145121951219512,147,1388.6684146341463,Low Volume - Low Price
21819,GLITTER CHRISTMAS STAR ,2465,0.49124031007751934,118,1210.9073643410852,Low Volume - Low Price
21820,GLITTER HEART GARLAND WITH BELLS ,261,3.7898484848484846,61,989.1504545454545,Low Volume - Low Price
21821,GLITTER STAR GARLAND WITH BELLS ,211,3.732857142857143,41,787.6328571428572,Low Volume - Low Price
21822,GLITTER CHRISTMAS TREE WITH BELLS,612,1.0381159420289854,60,635.326956521739,Low Volume - Low Price
21823,PAINTED METAL HEART WITH HOLLY BELL,1196,0.7479220779220779,69,894.5148051948051,Low Volume - Low Price
21824,PAINTED METAL STAR WITH HOLLY BELLS,1426,0.6074358974358974,74,866.2035897435898,Low Volume - Low Price
21826,EIGHT PIECE DINOSAUR SET,93,1.25,18,116.25,Low Volume - Low Price
21827,EIGHT PIECE CREEPY CRAWLIE SET,6,1.25,3,7.5,Low Volume - Low Price
21828,EIGHT PIECE SNAKE  SET,314,1.25,68,392.5,Low Volume - Low Price
21829,DINOSAUR KEYRINGS ASSORTED,6354,0.21220588235294116,132,1348.356176470588,Low Volume - Low Price
21830,ASSORTED CREEPY CRAWLIES,2551,0.4374468085106383,90,1115.9268085106382,Low Volume - Low Price
21832,CHOCOLATE CALCULATOR,785,1.7306557377049179,115,1358.5647540983605,Low Volume - Low Price
21833,CAMOUFLAGE LED TORCH,2598,1.681869918699187,123,4369.498048780488,Low Volume - Low Price
21836,GINGHAM OVEN GLOVE RED HEART ,3,3.75,2,11.25,Low Volume - Low Price
21839,MUMMY MOUSE RED GINGHAM RIBBON,1,5.45,1,5.45,Low Volume - Low Price
21841,BABY MOUSE RED GINGHAM DRESS,73,4.25,20,310.25,Low Volume - Low Price
21843,RED RETROSPOT CAKE STAND,1488,10.838254310344826,462,16127.322413793101,Low Volume - Low Price
21844,RED RETROSPOT MUG,1794,2.9037414965986397,145,5209.312244897959,Low Volume - Low Price
21845,DAIRY MAID STRIPE MUG,1855,1.1179120879120878,90,2073.726923076923,Low Volume - Low Price
21846,PINK DIAMANTE PEN IN GIFT BOX,60,5.59,25,335.4,Low Volume - Low Price
21847,GREEN  DIAMANTE PEN IN GIFT BOX,9,4.95,5,44.550000000000004,Low Volume - Low Price
21849,SILVER DIAMANTE PEN IN GIFT BOX,52,5.083600000000001,22,264.34720000000004,Low Volume - Low Price
21850,BLUE  DIAMANTE PEN IN GIFT BOX,25,4.889130434782609,22,122.22826086956522,Low Volume - Low Price
21851,LILAC DIAMANTE PEN IN GIFT BOX,26,5.617999999999999,15,146.06799999999998,Low Volume - Low Price
21864,UNION JACK FLAG PASSPORT COVER ,590,2.0754,97,1224.486,Low Volume - Low Price
21865,PINK UNION JACK  PASSPORT COVER ,223,2.088611111111111,68,465.7602777777778,Low Volume - Low Price
21866,UNION JACK FLAG LUGGAGE TAG,537,1.3015454545454543,106,698.929909090909,Low Volume - Low Price
21867,PINK UNION JACK  LUGGAGE TAG,266,1.2753409090909091,75,339.2406818181818,Low Volume - Low Price
21868,POTTING SHED TEA MUG,2261,1.3306122448979592,242,3008.5142857142855,Low Volume - Low Price
21870,I CAN ONLY PLEASE ONE PERSON MUG,1331,1.2473611111111111,140,1660.237638888889,Low Volume - Low Price
21871,SAVE THE PLANET MUG,4592,1.372272727272727,281,6301.476363636363,Low Volume - Low Price
21872,GLAMOROUS  MUG,1253,1.3522222222222222,121,1694.3344444444444,Low Volume - Low Price
21873,IF YOU CAN'T STAND THE HEAT MUG,1495,1.275157894736842,92,1906.3610526315788,Low Volume - Low Price
21874,GIN AND TONIC MUG,2830,1.3453694581280788,201,3807.395566502463,Low Volume - Low Price
21875,KINGS CHOICE MUG,1972,1.3606837606837605,116,2683.268376068376,Low Volume - Low Price
21876,POTTERING MUG,3506,1.3833014354066986,205,4849.854832535885,Low Volume - Low Price
21877,HOME SWEET HOME MUG,4295,1.410955414012739,308,6060.053503184714,Low Volume - Low Price
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2384,0.8524528301886792,154,2032.2475471698112,Low Volume - Low Price
21879,HEARTS GIFT TAPE,1027,0.4628813559322034,57,475.37915254237294,Low Volume - Low Price
21880,RED RETROSPOT TAPE,1446,0.5498019801980198,100,795.0136633663367,Low Volume - Low Price
21881,CUTE CATS TAPE,975,0.5708888888888889,45,556.6166666666667,Low Volume - Low Price
21882,SKULLS TAPE,600,0.5265853658536586,38,315.9512195121951,Low Volume - Low Price
21883,STARS GIFT TAPE ,1367,0.5527659574468086,94,755.6310638297873,Low Volume - Low Price
21884,CAKES AND BOWS GIFT  TAPE,1017,0.5036363636363637,44,512.1981818181819,Low Volume - Low Price
21888,BINGO SET,1546,3.832280701754386,283,5924.705964912281,Low Volume - Low Price
21889,WOODEN BOX OF DOMINOES,5752,1.2798076923076924,451,7361.453846153847,High Volume - Low Price
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1071,3.236195652173913,177,3465.9655434782608,Low Volume - Low Price
21891,TRADITIONAL WOODEN SKIPPING ROPE,7876,1.3929476584022038,345,10970.855757575757,High Volume - Low Price
21892,TRADITIONAL WOODEN CATCH CUP GAME ,2901,1.2960586319218241,297,3759.866091205212,Low Volume - Low Price
21894,POTTING SHED SEED ENVELOPES,476,1.3145333333333333,71,625.7178666666666,Low Volume - Low Price
21895,POTTING SHED SOW 'N' GROW SET,1,4.25,1,4.25,Low Volume - Low Price
21896,POTTING SHED TWINE,944,2.100526315789474,92,1982.8968421052634,Low Volume - Low Price
21897,POTTING SHED CANDLE CITRONELLA,402,2.88,2,1157.76,Low Volume - Low Price
21898,POTTING SHED ROSE CANDLE,445,3.0157142857142856,7,1341.992857142857,Low Volume - Low Price
21899,"KEY FOB , GARAGE DESIGN",2562,0.6790350877192982,222,1739.687894736842,Low Volume - Low Price
21900,"KEY FOB , SHED",3082,0.6851470588235294,267,2111.623235294118,Low Volume - Low Price
21901,"KEY FOB , BACK DOOR ",1737,0.6775102040816326,235,1176.835224489796,Low Volume - Low Price
21902,"KEY FOB , FRONT  DOOR ",1907,0.6777380952380953,162,1292.4465476190476,Low Volume - Low Price
21903,MAN FLU METAL SIGN,1116,2.2345859872611467,155,2493.79796178344,Low Volume - Low Price
21904,HOUSE WRECKING METAL SIGN ,51,2.1,23,107.10000000000001,Low Volume - Low Price
21905,MORE BUTTER METAL SIGN ,685,1.2900900900900902,110,883.7117117117118,Low Volume - Low Price
21906,PHARMACIE FIRST AID TIN,466,6.733762376237624,100,3137.9332673267327,Low Volume - Low Price
21907,I'M ON HOLIDAY METAL SIGN,2281,2.1129940119760477,331,4819.739341317365,Low Volume - Low Price
21908,CHOCOLATE THIS WAY METAL SIGN,3609,2.139869791666667,377,7722.790078125001,High Volume - Low Price
21910,WAY OUT METAL SIGN ,36,1.65,8,59.4,Low Volume - Low Price
21911,GARDEN METAL SIGN ,93,1.65,21,153.45,Low Volume - Low Price
21912,VINTAGE SNAKES & LADDERS,1575,3.8390405904059044,268,6046.4889298892995,Low Volume - Low Price
21913,VINTAGE SEASIDE JIGSAW PUZZLES,302,3.8275824175824176,91,1155.92989010989,Low Volume - Low Price
21914,BLUE HARMONICA IN BOX ,7398,1.280586011342155,519,9473.775311909263,High Volume - Low Price
21915,RED  HARMONICA IN BOX ,20912,1.2609913043478262,569,26369.85015652174,High Volume - Low Price
21916,SET 12 RETRO WHITE CHALK STICKS,4339,0.43210937499999996,249,1874.9225781249997,Low Volume - Low Price
21917,SET 12 KIDS  WHITE CHALK STICKS,4082,0.4273298429319371,188,1744.3604188481672,Low Volume - Low Price
21918,SET 12 KIDS COLOUR  CHALK STICKS,6997,0.42705882352941177,285,2988.130588235294,High Volume - Low Price
21922,UNION STRIPE WITH FRINGE  HAMMOCK,759,7.950236686390532,167,6034.229644970414,Low Volume - Low Price
21925,UNION STRIPE CUSHION COVER ,397,1.25,69,496.25,Low Volume - Low Price
21926,RED/CREAM STRIPE CUSHION COVER ,400,1.2469354838709679,62,498.77419354838713,Low Volume - Low Price
21927,BLUE/CREAM STRIPE CUSHION COVER ,583,1.2482242990654207,106,727.7147663551402,Low Volume - Low Price
21928,JUMBO BAG SCANDINAVIAN PAISLEY,9436,2.030983899821109,552,19164.364078711988,High Volume - Low Price
21929,JUMBO BAG PINK VINTAGE PAISLEY,9667,2.038495145631068,614,19706.13257281553,High Volume - Low Price
21930,JUMBO STORAGE BAG SKULLS,5703,2.0280371900826446,474,11565.896095041322,High Volume - Low Price
21931,JUMBO STORAGE BAG SUKI,11182,2.0283375,791,22680.869925000003,High Volume - Low Price
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2434,1.8533333333333335,322,4511.013333333333,Low Volume - Low Price
21933,PINK VINTAGE PAISLEY PICNIC BAG,2407,1.8409090909090908,286,4431.068181818182,Low Volume - Low Price
21934,SKULL SHOULDER BAG,1278,1.6458333333333333,144,2103.375,Low Volume - Low Price
21935,SUKI  SHOULDER BAG,1762,1.6440776699029127,205,2896.8648543689324,Low Volume - Low Price
21936,RED RETROSPOT PICNIC BAG,3702,2.94415,397,10899.2433,High Volume - Low Price
21937,STRAWBERRY   PICNIC BAG,1575,2.927570093457944,212,4610.922897196261,Low Volume - Low Price
21942,SKULLS DESIGN FLANNEL,149,0.8308333333333332,24,123.79416666666664,Low Volume - Low Price
21943,CAKES AND RABBITS DESIGN FLANNEL ,57,0.85,10,48.449999999999996,Low Volume - Low Price
21944,KITTENS DESIGN FLANNEL,232,0.7688235294117647,33,178.36705882352942,Low Volume - Low Price
21945,STRAWBERRIES  DESIGN FLANNEL ,225,0.8346666666666667,29,187.8,Low Volume - Low Price
21946,PARTY TIME DESIGN FLANNEL,72,0.8081818181818182,11,58.189090909090915,Low Volume - Low Price
21947,SET OF 6 HEART CHOPSTICKS,596,1.357840909090909,82,809.2731818181817,Low Volume - Low Price
21948,SET OF 6 CAKE CHOPSTICKS,418,1.4012499999999999,54,585.7225,Low Volume - Low Price
21949,SET OF 6 STRAWBERRY CHOPSTICKS,613,1.305084745762712,59,800.0169491525425,Low Volume - Low Price
21955,DOORMAT UNION JACK GUNS AND ROSES,1159,7.759430379746836,155,8993.179810126583,Low Volume - Low Price
21967,PACK OF 12 SKULL TISSUES,5166,0.32366666666666666,173,1672.062,Low Volume - Low Price
21972,SET OF 36 DINOSAUR PAPER DOILIES,290,1.45,41,420.5,Low Volume - Low Price
21973,SET OF 36 MUSHROOM PAPER DOILIES,158,1.45,31,229.1,Low Volume - Low Price
21974,SET OF 36 PAISLEY FLOWER DOILIES,1975,1.492936170212766,235,2948.5489361702125,Low Volume - Low Price
21975,PACK OF 60 DINOSAUR CAKE CASES,12063,0.5581370826010545,532,6732.807627416521,High Volume - Low Price
21976,PACK OF 60 MUSHROOM CAKE CASES,4938,0.5523024054982818,278,2727.2692783505154,Low Volume - Low Price
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24163,0.5513872832369943,675,13323.170924855493,High Volume - Low Price
21980,PACK OF 12 RED RETROSPOT TISSUES ,6427,0.3278346456692913,252,2106.9932677165352,High Volume - Low Price
21981,PACK OF 12 WOODLAND TISSUES ,5288,0.3364795918367347,191,1779.3040816326532,Low Volume - Low Price
21982,PACK OF 12 SUKI TISSUES ,7345,0.34125,260,2506.48125,High Volume - Low Price
21983,PACK OF 12 BLUE PAISLEY TISSUES ,2199,0.35176,125,773.5202400000001,Low Volume - Low Price
21984,PACK OF 12 PINK PAISLEY TISSUES ,3285,0.35368098159509204,158,1161.8420245398772,Low Volume - Low Price
21985,PACK OF 12 HEARTS DESIGN TISSUES ,8569,0.3338227146814404,354,2860.526842105263,High Volume - Low Price
21986,PACK OF 12 PINK POLKADOT TISSUES,3985,0.33987261146496817,155,1354.3923566878982,Low Volume - Low Price
21987,PACK OF 6 SKULL PAPER CUPS,2037,0.6476623376623377,149,1319.288181818182,Low Volume - Low Price
21988,PACK OF 6 SKULL PAPER PLATES,2194,0.8401342281879194,147,1843.2544966442952,Low Volume - Low Price
21989,PACK OF 20 SKULL PAPER NAPKINS,2068,0.8465402843601896,205,1750.645308056872,Low Volume - Low Price
21990,MODERN FLORAL STATIONERY SET,1207,1.500374331550802,178,1810.951818181818,Low Volume - Low Price
21991,BOHEMIAN COLLAGE STATIONERY SET,459,1.50875,103,692.51625,Low Volume - Low Price
21992,VINTAGE PAISLEY STATIONERY SET,1163,1.5286574074074073,199,1777.8285648148146,Low Volume - Low Price
21993,FLORAL FOLK STATIONERY SET,1354,1.5176995305164318,206,2054.9651643192487,Low Volume - Low Price
22021,BLUE FELT EASTER EGG BASKET,350,1.65,64,577.5,Low Volume - Low Price
22023,EMPIRE BIRTHDAY CARD,1131,0.42942528735632185,85,485.68,Low Volume - Low Price
22024,RAINY LADIES BIRTHDAY CARD,2292,0.42833333333333334,130,981.74,Low Volume - Low Price
22025,RING OF ROSES BIRTHDAY CARD,1764,0.4153333333333333,88,732.6479999999999,Low Volume - Low Price
22026,BANQUET BIRTHDAY  CARD  ,1560,0.41823529411764704,101,652.4470588235293,Low Volume - Low Price
22027,TEA PARTY BIRTHDAY CARD,3997,0.4241044776119403,265,1695.1455970149254,Low Volume - Low Price
22028,PENNY FARTHING BIRTHDAY CARD,2903,0.4308510638297872,186,1250.7606382978722,Low Volume - Low Price
22029,SPACEBOY BIRTHDAY CARD,7846,0.4234422110552764,395,3322.327587939699,High Volume - Low Price
22030,SWALLOWS GREETING CARD,5361,0.41922448979591836,242,2247.4624897959184,Low Volume - Low Price
22031,BOTANICAL LAVENDER BIRTHDAY CARD,351,0.4696969696969697,33,164.86363636363637,Low Volume - Low Price
22032,BOTANICAL LILY GREETING CARD,361,0.42,31,151.62,Low Volume - Low Price
22033,BOTANICAL ROSE GREETING CARD,336,0.42000000000000004,21,141.12,Low Volume - Low Price
22034,ROBIN CHRISTMAS CARD,-9,0.42,2,-3.78,Low Volume - Low Price
22035,VINTAGE CARAVAN GREETING CARD ,1406,0.4265909090909091,87,599.7868181818181,Low Volume - Low Price
22037,ROBOT BIRTHDAY CARD,3795,0.420648854961832,257,1596.3624045801525,Low Volume - Low Price
22038,BOTANICAL LAVENDER GIFT WRAP ,475,0.42,19,199.5,Low Volume - Low Price
22039,BOTANICAL LILY GIFT WRAP,225,0.42,8,94.5,Low Volume - Low Price
22040,BOTANICAL ROSE GIFT WRAP,725,0.42,28,304.5,Low Volume - Low Price
22041,"RECORD FRAME 7"" SINGLE SIZE ",3774,2.4918719211822657,200,9404.32463054187,Low Volume - Low Price
22042,CHRISTMAS CARD SINGING ANGEL,360,0.42,26,151.2,Low Volume - Low Price
22043,CHRISTMAS CARD SCREEN PRINT ,1188,0.23674418604651162,43,281.2520930232558,Low Volume - Low Price
22044,CHRISTMAS CARD STACK OF PRESENTS,816,0.2602777777777778,36,212.38666666666666,Low Volume - Low Price
22045,SPACEBOY GIFT WRAP,6452,0.41866028708133973,208,2701.196172248804,Low Volume - Low Price
22046,TEA PARTY  WRAPPING PAPER ,2216,0.4189610389610389,77,928.4176623376623,Low Volume - Low Price
22047,EMPIRE GIFT WRAP,3375,0.417962962962963,106,1410.625,Low Volume - Low Price
22048,BIRTHDAY BANQUET GIFT WRAP,950,0.41757575757575754,33,396.6969696969697,Low Volume - Low Price
22049,WRAP CHRISTMAS SCREEN PRINT,1000,0.26666666666666666,32,266.6666666666667,Low Volume - Low Price
22050,PINK PAISLEY ROSE GIFT WRAP,1200,0.4180487804878049,41,501.6585365853659,Low Volume - Low Price
22051,BLUE SCANDINAVIAN PAISLEY WRAP,1000,0.42000000000000004,39,420.00000000000006,Low Volume - Low Price
22052,VINTAGE CARAVAN GIFT WRAP,546,0.42,24,229.32,Low Volume - Low Price
22053,EMPIRE DESIGN ROSETTE,4236,1.2261538461538461,26,5193.987692307693,Low Volume - Low Price
22055,MINI CAKE STAND  HANGING STRAWBERY,1230,1.4540384615384614,149,1788.4673076923075,Low Volume - Low Price
22057,CERAMIC PLATE STRAWBERRY DESIGN,530,1.262,60,668.86,Low Volume - Low Price
22059,CERAMIC STRAWBERRY DESIGN MUG,1725,1.310248447204969,150,2260.1785714285716,Low Volume - Low Price
22060,LARGE CAKE STAND HANGING HEARTS,217,5.4511627906976745,40,1182.9023255813954,Low Volume - Low Price
22061,LARGE CAKE STAND  HANGING STRAWBERY,549,9.035793103448274,144,4960.650413793102,Low Volume - Low Price
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,589,1.1196825396825398,54,659.4930158730159,Low Volume - Low Price
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,538,2.730425531914894,86,1468.9689361702128,Low Volume - Low Price
22064,PINK DOUGHNUT TRINKET POT ,1572,1.6335106382978721,178,2567.878723404255,Low Volume - Low Price
22065,CHRISTMAS PUDDING TRINKET POT ,6430,0.6250531914893618,173,4019.0920212765964,Low Volume - Low Price
22066,LOVE HEART TRINKET POT,2243,0.6080281690140845,133,1363.8071830985916,Low Volume - Low Price
22067,CHOC TRUFFLE GOLD TRINKET POT ,383,1.5222222222222224,51,583.0111111111112,Low Volume - Low Price
22068,BLACK PIRATE TREASURE CHEST,424,1.4182758620689655,83,601.3489655172414,Low Volume - Low Price
22069,BROWN  PIRATE TREASURE CHEST ,220,1.4238461538461538,37,313.24615384615385,Low Volume - Low Price
22070,SMALL RED RETROSPOT MUG IN BOX ,578,3.846593406593407,89,2223.330989010989,Low Volume - Low Price
22071,SMALL WHITE RETROSPOT MUG IN BOX ,425,3.5623750000000003,77,1514.009375,Low Volume - Low Price
22072,RED RETROSPOT TEA CUP AND SAUCER ,794,3.4701273885350314,148,2755.281146496815,Low Volume - Low Price
22073,RED RETROSPOT STORAGE JAR,288,3.7076470588235293,47,1067.8023529411764,Low Volume - Low Price
22074,6 RIBBONS SHIMMERING PINKS ,989,1.2220512820512819,76,1208.6087179487179,Low Volume - Low Price
22075,6 RIBBONS ELEGANT CHRISTMAS ,1553,1.5206349206349206,121,2361.5460317460315,Low Volume - Low Price
22076,6 RIBBONS EMPIRE  ,1035,1.4310526315789474,113,1481.1394736842105,Low Volume - Low Price
22077,6 RIBBONS RUSTIC CHARM,8571,1.7773183619550856,732,15233.395680317039,High Volume - Low Price
22078,RIBBON REEL LACE DESIGN ,1300,2.093421052631579,143,2721.4473684210525,Low Volume - Low Price
22079,RIBBON REEL HEARTS DESIGN ,1685,1.6977966101694915,228,2860.787288135593,Low Volume - Low Price
